"target","location","forecast_week","bin_start_incl"
"2 wk ahead","Arkansas",16,"1.9"
"2 wk ahead","California",16,"1.5"
"2 wk ahead","Colorado",16,"1.3"
"2 wk ahead","Connecticut",16,"1.6"
"2 wk ahead","Delaware",16,"0.1"
"2 wk ahead","District of Columbia",16,"4.7"
"2 wk ahead","Georgia",16,"1.7"
"2 wk ahead","Hawaii",16,"2.5"
"2 wk ahead","Idaho",16,"0.8"
"2 wk ahead","Illinois",16,"1.3"
"2 wk ahead","Indiana",16,"1.0"
"2 wk ahead","Iowa",16,"0.2"
"2 wk ahead","Kansas",16,"0.9"
"2 wk ahead","Kentucky",16,"0.7"
"2 wk ahead","Louisiana",16,"2.0"
"2 wk ahead","Maine",16,"0.9"
"2 wk ahead","Maryland",16,"0.9"
"2 wk ahead","Massachusetts",16,"0.7"
"2 wk ahead","Michigan",16,"0.9"
"2 wk ahead","Minnesota",16,"2.1"
"2 wk ahead","Mississippi",16,"2.1"
"2 wk ahead","Missouri",16,"1.1"
"2 wk ahead","Montana",16,"0.0"
"2 wk ahead","Nebraska",16,"0.3"
"2 wk ahead","Nevada",16,"0.9"
"2 wk ahead","New Hampshire",16,"0.4"
"2 wk ahead","New Jersey",16,"2.0"
"2 wk ahead","New Mexico",16,"1.7"
"2 wk ahead","New York",16,"2.0"
"2 wk ahead","North Carolina",16,"0.9"
"2 wk ahead","North Dakota",16,"1.4"
"2 wk ahead","Ohio",16,"0.6"
"2 wk ahead","Oklahoma",16,"1.3"
"2 wk ahead","Oregon",16,"1.1"
"2 wk ahead","Pennsylvania",16,"1.1"
"2 wk ahead","Puerto Rico",16,"3.8"
"2 wk ahead","Rhode Island",16,"0.5"
"2 wk ahead","South Carolina",16,"1.7"
"2 wk ahead","South Dakota",16,"0.9"
"2 wk ahead","Tennessee",16,"1.7"
"2 wk ahead","Texas",16,"2.6"
"2 wk ahead","Utah",16,"0.7"
"2 wk ahead","Vermont",16,"1.4"
"2 wk ahead","Virgin Islands",16,"0.6"
"2 wk ahead","Virginia",16,"1.1"
"2 wk ahead","Washington",16,"0.3"
"2 wk ahead","West Virginia",16,"0.4"
"2 wk ahead","Wisconsin",16,"1.3"
"2 wk ahead","Wyoming",16,"1.2"
"2 wk ahead","Alabama",17,"2.3"
"2 wk ahead","Alaska",17,"1.4"
"2 wk ahead","Arizona",17,"2.1"
"2 wk ahead","Arkansas",17,"1.0"
"2 wk ahead","California",17,"1.4"
"2 wk ahead","Colorado",17,"0.6"
"2 wk ahead","Connecticut",17,"0.8"
"2 wk ahead","Delaware",17,"0.0"
"2 wk ahead","District of Columbia",17,"3.6"
"2 wk ahead","Georgia",17,"1.7"
"2 wk ahead","Hawaii",17,"1.2"
"2 wk ahead","Idaho",17,"0.5"
"2 wk ahead","Illinois",17,"1.5"
"2 wk ahead","Indiana",17,"0.5"
"2 wk ahead","Iowa",17,"0.3"
"2 wk ahead","Kansas",17,"0.7"
"2 wk ahead","Kentucky",17,"0.5"
"2 wk ahead","Louisiana",17,"1.9"
"2 wk ahead","Maine",17,"0.7"
"2 wk ahead","Maryland",17,"0.9"
"2 wk ahead","Massachusetts",17,"0.8"
"2 wk ahead","Michigan",17,"1.0"
"2 wk ahead","Minnesota",17,"2.2"
"2 wk ahead","Mississippi",17,"2.2"
"2 wk ahead","Missouri",17,"0.4"
"2 wk ahead","Montana",17,"0.0"
"2 wk ahead","Nebraska",17,"0.3"
"2 wk ahead","Nevada",17,"0.8"
"2 wk ahead","New Hampshire",17,"0.7"
"2 wk ahead","New Jersey",17,"2.1"
"2 wk ahead","New Mexico",17,"1.4"
"2 wk ahead","New York",17,"1.5"
"2 wk ahead","North Carolina",17,"1.1"
"2 wk ahead","North Dakota",17,"0.7"
"2 wk ahead","Ohio",17,"0.7"
"2 wk ahead","Oklahoma",17,"1.6"
"2 wk ahead","Oregon",17,"0.8"
"2 wk ahead","Pennsylvania",17,"0.8"
"2 wk ahead","Puerto Rico",17,"4.6"
"2 wk ahead","Rhode Island",17,"0.4"
"2 wk ahead","South Carolina",17,"1.7"
"2 wk ahead","South Dakota",17,"1.0"
"2 wk ahead","Tennessee",17,"2.4"
"2 wk ahead","Texas",17,"1.7"
"2 wk ahead","Utah",17,"0.5"
"2 wk ahead","Vermont",17,"0.6"
"2 wk ahead","Virgin Islands",17,"0.3"
"2 wk ahead","Virginia",17,"1.0"
"2 wk ahead","Washington",17,"0.3"
"2 wk ahead","West Virginia",17,"0.3"
"2 wk ahead","Wisconsin",17,"1.0"
"2 wk ahead","Wyoming",17,"0.8"
"2 wk ahead","Alabama",18,"2.5"
"2 wk ahead","Alaska",18,"1.2"
"2 wk ahead","Arizona",18,"2.2"
"2 wk ahead","Arkansas",18,"1.4"
"2 wk ahead","California",18,"1.4"
"2 wk ahead","Colorado",18,"1.1"
"2 wk ahead","Connecticut",18,"0.7"
"2 wk ahead","Delaware",18,"0.1"
"2 wk ahead","District of Columbia",18,"0.0"
"2 wk ahead","Georgia",18,"1.6"
"2 wk ahead","Hawaii",18,"1.8"
"2 wk ahead","Idaho",18,"0.9"
"2 wk ahead","Illinois",18,"1.3"
"2 wk ahead","Indiana",18,"0.5"
"2 wk ahead","Iowa",18,"0.1"
"2 wk ahead","Kansas",18,"0.3"
"2 wk ahead","Kentucky",18,"0.4"
"2 wk ahead","Louisiana",18,"2.5"
"2 wk ahead","Maine",18,"0.4"
"2 wk ahead","Maryland",18,"1.4"
"2 wk ahead","Massachusetts",18,"0.8"
"2 wk ahead","Michigan",18,"1.0"
"2 wk ahead","Minnesota",18,"1.9"
"2 wk ahead","Mississippi",18,"2.3"
"2 wk ahead","Missouri",18,"0.3"
"2 wk ahead","Montana",18,"0.0"
"2 wk ahead","Nebraska",18,"0.4"
"2 wk ahead","Nevada",18,"0.3"
"2 wk ahead","New Hampshire",18,"0.4"
"2 wk ahead","New Jersey",18,"2.0"
"2 wk ahead","New Mexico",18,"1.3"
"2 wk ahead","New York",18,"1.5"
"2 wk ahead","North Carolina",18,"1.0"
"2 wk ahead","North Dakota",18,"0.2"
"2 wk ahead","Ohio",18,"0.6"
"2 wk ahead","Oklahoma",18,"1.4"
"2 wk ahead","Oregon",18,"0.7"
"2 wk ahead","Pennsylvania",18,"1.0"
"2 wk ahead","Puerto Rico",18,"4.8"
"2 wk ahead","Rhode Island",18,"0.1"
"2 wk ahead","South Carolina",18,"0.9"
"2 wk ahead","South Dakota",18,"0.6"
"2 wk ahead","Tennessee",18,"2.4"
"2 wk ahead","Texas",18,"2.3"
"2 wk ahead","Utah",18,"0.6"
"2 wk ahead","Vermont",18,"1.1"
"2 wk ahead","Virgin Islands",18,"0.7"
"2 wk ahead","Virginia",18,"1.0"
"2 wk ahead","Washington",18,"0.4"
"2 wk ahead","West Virginia",18,"0.2"
"2 wk ahead","Wisconsin",18,"0.4"
"2 wk ahead","Wyoming",18,"0.4"
"3 wk ahead","Alabama",43,"2.8"
"3 wk ahead","Alaska",43,"1.1"
"3 wk ahead","Arizona",43,"1.4"
"3 wk ahead","Arkansas",43,"1.8"
"3 wk ahead","California",43,"1.8"
"3 wk ahead","Colorado",43,"1.0"
"3 wk ahead","Connecticut",43,"1.6"
"3 wk ahead","Delaware",43,"0.1"
"3 wk ahead","District of Columbia",43,"5.5"
"3 wk ahead","Georgia",43,"2.6"
"3 wk ahead","Hawaii",43,"1.7"
"3 wk ahead","Idaho",43,"0.7"
"3 wk ahead","Illinois",43,"1.9"
"3 wk ahead","Indiana",43,"0.6"
"3 wk ahead","Iowa",43,"0.4"
"3 wk ahead","Kansas",43,"1.0"
"3 wk ahead","Kentucky",43,"1.2"
"3 wk ahead","Louisiana",43,"2.1"
"3 wk ahead","Maine",43,"0.8"
"3 wk ahead","Maryland",43,"0.9"
"3 wk ahead","Massachusetts",43,"0.8"
"3 wk ahead","Michigan",43,"1.7"
"3 wk ahead","Minnesota",43,"1.0"
"3 wk ahead","Mississippi",43,"2.7"
"3 wk ahead","Missouri",43,"1.4"
"3 wk ahead","Montana",43,"0.1"
"3 wk ahead","Nebraska",43,"0.4"
"3 wk ahead","Nevada",43,"0.9"
"3 wk ahead","New Hampshire",43,"0.4"
"3 wk ahead","New Jersey",43,"2.7"
"3 wk ahead","New Mexico",43,"1.3"
"3 wk ahead","New York",43,"1.1"
"3 wk ahead","North Carolina",43,"1.6"
"3 wk ahead","North Dakota",43,"0.4"
"3 wk ahead","Ohio",43,"0.7"
"3 wk ahead","Oklahoma",43,"3.4"
"3 wk ahead","Oregon",43,"0.8"
"3 wk ahead","Pennsylvania",43,"1.2"
"3 wk ahead","Puerto Rico",43,"7.6"
"3 wk ahead","Rhode Island",43,"0.3"
"3 wk ahead","South Carolina",43,"1.8"
"3 wk ahead","South Dakota",43,"1.4"
"3 wk ahead","Tennessee",43,"2.2"
"3 wk ahead","Texas",43,"2.2"
"3 wk ahead","Utah",43,"1.0"
"3 wk ahead","Vermont",43,"0.3"
"3 wk ahead","Virgin Islands",43,"4.7"
"3 wk ahead","Virginia",43,"2.1"
"3 wk ahead","Washington",43,"0.5"
"3 wk ahead","West Virginia",43,"1.0"
"3 wk ahead","Wisconsin",43,"1.0"
"3 wk ahead","Wyoming",43,"0.5"
"3 wk ahead","Alabama",44,"2.6"
"3 wk ahead","Alaska",44,"1.0"
"3 wk ahead","Arizona",44,"1.3"
"3 wk ahead","Arkansas",44,"1.6"
"3 wk ahead","California",44,"2.1"
"3 wk ahead","Colorado",44,"0.7"
"3 wk ahead","Connecticut",44,"1.8"
"3 wk ahead","Delaware",44,"0.0"
"3 wk ahead","District of Columbia",44,"6.5"
"3 wk ahead","Georgia",44,"3.1"
"3 wk ahead","Hawaii",44,"2.3"
"3 wk ahead","Idaho",44,"0.8"
"3 wk ahead","Illinois",44,"1.9"
"3 wk ahead","Indiana",44,"0.9"
"3 wk ahead","Iowa",44,"0.7"
"3 wk ahead","Kansas",44,"2.0"
"3 wk ahead","Kentucky",44,"0.9"
"3 wk ahead","Louisiana",44,"2.4"
"3 wk ahead","Maine",44,"0.7"
"3 wk ahead","Maryland",44,"1.7"
"3 wk ahead","Massachusetts",44,"0.8"
"3 wk ahead","Michigan",44,"1.5"
"3 wk ahead","Minnesota",44,"1.1"
"3 wk ahead","Mississippi",44,"3.6"
"3 wk ahead","Missouri",44,"1.8"
"3 wk ahead","Montana",44,"0.2"
"3 wk ahead","Nebraska",44,"0.6"
"3 wk ahead","Nevada",44,"1.2"
"3 wk ahead","New Hampshire",44,"0.4"
"3 wk ahead","New Jersey",44,"3.3"
"3 wk ahead","New Mexico",44,"1.4"
"3 wk ahead","New York",44,"1.7"
"3 wk ahead","North Carolina",44,"2.0"
"3 wk ahead","North Dakota",44,"0.5"
"3 wk ahead","Ohio",44,"0.8"
"3 wk ahead","Oklahoma",44,"3.0"
"3 wk ahead","Oregon",44,"1.0"
"3 wk ahead","Pennsylvania",44,"1.4"
"3 wk ahead","Puerto Rico",44,"10.0"
"3 wk ahead","Rhode Island",44,"0.3"
"3 wk ahead","South Carolina",44,"2.4"
"3 wk ahead","South Dakota",44,"1.3"
"3 wk ahead","Tennessee",44,"3.2"
"3 wk ahead","Texas",44,"2.6"
"3 wk ahead","Utah",44,"1.2"
"3 wk ahead","Vermont",44,"0.5"
"3 wk ahead","Virgin Islands",44,"7.6"
"3 wk ahead","Virginia",44,"2.3"
"3 wk ahead","Washington",44,"0.6"
"3 wk ahead","West Virginia",44,"1.1"
"3 wk ahead","Wisconsin",44,"0.9"
"3 wk ahead","Wyoming",44,"0.7"
"3 wk ahead","Alabama",45,"2.7"
"3 wk ahead","Alaska",45,"1.1"
"3 wk ahead","Arizona",45,"1.4"
"3 wk ahead","Arkansas",45,"1.3"
"3 wk ahead","California",45,"2.0"
"3 wk ahead","Colorado",45,"1.7"
"3 wk ahead","Connecticut",45,"1.7"
"3 wk ahead","Delaware",45,"0.0"
"3 wk ahead","District of Columbia",45,"6.7"
"3 wk ahead","Georgia",45,"2.7"
"3 wk ahead","Hawaii",45,"2.1"
"3 wk ahead","Idaho",45,"1.0"
"3 wk ahead","Illinois",45,"1.8"
"3 wk ahead","Indiana",45,"0.9"
"3 wk ahead","Iowa",45,"0.6"
"3 wk ahead","Kansas",45,"1.6"
"3 wk ahead","Kentucky",45,"1.4"
"3 wk ahead","Louisiana",45,"3.2"
"3 wk ahead","Maine",45,"0.8"
"3 wk ahead","Maryland",45,"1.1"
"3 wk ahead","Massachusetts",45,"0.7"
"3 wk ahead","Michigan",45,"1.1"
"3 wk ahead","Minnesota",45,"1.5"
"3 wk ahead","Mississippi",45,"3.1"
"3 wk ahead","Missouri",45,"1.9"
"3 wk ahead","Montana",45,"0.0"
"3 wk ahead","Nebraska",45,"0.8"
"3 wk ahead","Nevada",45,"1.3"
"3 wk ahead","New Hampshire",45,"0.3"
"3 wk ahead","New Jersey",45,"3.0"
"3 wk ahead","New Mexico",45,"1.4"
"3 wk ahead","New York",45,"1.6"
"3 wk ahead","North Carolina",45,"1.6"
"3 wk ahead","North Dakota",45,"0.7"
"3 wk ahead","Ohio",45,"1.0"
"3 wk ahead","Oklahoma",45,"3.2"
"3 wk ahead","Oregon",45,"1.0"
"3 wk ahead","Pennsylvania",45,"1.1"
"3 wk ahead","Puerto Rico",45,"10.8"
"3 wk ahead","Rhode Island",45,"0.3"
"3 wk ahead","South Carolina",45,"2.5"
"3 wk ahead","South Dakota",45,"1.3"
"3 wk ahead","Tennessee",45,"2.3"
"3 wk ahead","Texas",45,"2.5"
"3 wk ahead","Utah",45,"1.3"
"3 wk ahead","Vermont",45,"0.6"
"3 wk ahead","Virgin Islands",45,"3.3"
"3 wk ahead","Virginia",45,"2.2"
"3 wk ahead","Washington",45,"0.6"
"3 wk ahead","West Virginia",45,"1.0"
"3 wk ahead","Wisconsin",45,"1.1"
"3 wk ahead","Wyoming",45,"0.4"
"3 wk ahead","Alabama",46,"2.7"
"3 wk ahead","Alaska",46,"0.7"
"3 wk ahead","Arizona",46,"1.7"
"3 wk ahead","Arkansas",46,"1.3"
"3 wk ahead","California",46,"2.1"
"3 wk ahead","Colorado",46,"1.3"
"3 wk ahead","Connecticut",46,"1.6"
"3 wk ahead","Delaware",46,"0.2"
"3 wk ahead","District of Columbia",46,"5.2"
"3 wk ahead","Georgia",46,"2.8"
"3 wk ahead","Hawaii",46,"2.9"
"3 wk ahead","Idaho",46,"0.7"
"3 wk ahead","Illinois",46,"1.9"
"3 wk ahead","Indiana",46,"1.3"
"3 wk ahead","Iowa",46,"0.7"
"3 wk ahead","Kansas",46,"1.5"
"3 wk ahead","Kentucky",46,"0.7"
"3 wk ahead","Louisiana",46,"3.2"
"3 wk ahead","Maine",46,"0.8"
"3 wk ahead","Maryland",46,"1.1"
"3 wk ahead","Massachusetts",46,"0.9"
"3 wk ahead","Michigan",46,"1.9"
"3 wk ahead","Minnesota",46,"1.1"
"3 wk ahead","Mississippi",46,"2.8"
"3 wk ahead","Missouri",46,"1.7"
"3 wk ahead","Montana",46,"0.1"
"3 wk ahead","Nebraska",46,"0.5"
"3 wk ahead","Nevada",46,"1.9"
"3 wk ahead","New Hampshire",46,"0.3"
"3 wk ahead","New Jersey",46,"3.0"
"3 wk ahead","New Mexico",46,"1.5"
"3 wk ahead","New York",46,"1.5"
"3 wk ahead","North Carolina",46,"1.5"
"3 wk ahead","North Dakota",46,"1.3"
"3 wk ahead","Ohio",46,"1.0"
"3 wk ahead","Oklahoma",46,"3.4"
"3 wk ahead","Oregon",46,"1.1"
"3 wk ahead","Pennsylvania",46,"1.5"
"3 wk ahead","Puerto Rico",46,"11.2"
"3 wk ahead","Rhode Island",46,"0.3"
"3 wk ahead","South Carolina",46,"1.9"
"3 wk ahead","South Dakota",46,"1.0"
"3 wk ahead","Tennessee",46,"2.4"
"3 wk ahead","Texas",46,"3.1"
"3 wk ahead","Utah",46,"1.4"
"3 wk ahead","Vermont",46,"0.4"
"3 wk ahead","Virgin Islands",46,"2.0"
"3 wk ahead","Virginia",46,"2.2"
"3 wk ahead","Washington",46,"0.5"
"3 wk ahead","West Virginia",46,"1.2"
"3 wk ahead","Wisconsin",46,"1.5"
"3 wk ahead","Wyoming",46,"0.8"
"3 wk ahead","Alabama",47,"3.8"
"3 wk ahead","Alaska",47,"0.7"
"3 wk ahead","Arizona",47,"2.0"
"3 wk ahead","Arkansas",47,"2.0"
"3 wk ahead","California",47,"2.4"
"3 wk ahead","Colorado",47,"1.4"
"3 wk ahead","Connecticut",47,"1.7"
"3 wk ahead","Delaware",47,"0.1"
"3 wk ahead","District of Columbia",47,"7.8"
"3 wk ahead","Georgia",47,"3.2"
"3 wk ahead","Hawaii",47,"3.7"
"3 wk ahead","Idaho",47,"1.4"
"3 wk ahead","Illinois",47,"2.1"
"3 wk ahead","Indiana",47,"1.6"
"3 wk ahead","Iowa",47,"0.4"
"3 wk ahead","Kansas",47,"1.5"
"3 wk ahead","Kentucky",47,"1.0"
"3 wk ahead","Louisiana",47,"3.6"
"3 wk ahead","Maine",47,"0.6"
"3 wk ahead","Maryland",47,"1.4"
"3 wk ahead","Massachusetts",47,"1.0"
"3 wk ahead","Michigan",47,"1.7"
"3 wk ahead","Minnesota",47,"1.2"
"3 wk ahead","Mississippi",47,"3.6"
"3 wk ahead","Missouri",47,"1.9"
"3 wk ahead","Montana",47,"0.2"
"3 wk ahead","Nebraska",47,"0.5"
"3 wk ahead","Nevada",47,"1.5"
"3 wk ahead","New Hampshire",47,"0.5"
"3 wk ahead","New Jersey",47,"3.7"
"3 wk ahead","New Mexico",47,"1.6"
"3 wk ahead","New York",47,"1.5"
"3 wk ahead","North Carolina",47,"2.2"
"3 wk ahead","North Dakota",47,"0.0"
"3 wk ahead","Ohio",47,"1.3"
"3 wk ahead","Oklahoma",47,"5.1"
"3 wk ahead","Oregon",47,"2.2"
"3 wk ahead","Pennsylvania",47,"1.8"
"3 wk ahead","Puerto Rico",47,"10.0"
"3 wk ahead","Rhode Island",47,"0.5"
"3 wk ahead","South Carolina",47,"2.7"
"3 wk ahead","South Dakota",47,"1.1"
"3 wk ahead","Tennessee",47,"2.3"
"3 wk ahead","Texas",47,"3.4"
"3 wk ahead","Utah",47,"1.8"
"3 wk ahead","Vermont",47,"0.6"
"3 wk ahead","Virgin Islands",47,"2.6"
"3 wk ahead","Virginia",47,"2.3"
"3 wk ahead","Washington",47,"1.2"
"3 wk ahead","West Virginia",47,"1.3"
"3 wk ahead","Wisconsin",47,"0.9"
"3 wk ahead","Wyoming",47,"1.3"
"3 wk ahead","Alabama",48,"5.0"
"3 wk ahead","Alaska",48,"1.3"
"3 wk ahead","Arizona",48,"2.5"
"3 wk ahead","Arkansas",48,"1.6"
"3 wk ahead","California",48,"2.9"
"3 wk ahead","Colorado",48,"1.7"
"3 wk ahead","Connecticut",48,"1.8"
"3 wk ahead","Delaware",48,"0.1"
"3 wk ahead","District of Columbia",48,"8.4"
"3 wk ahead","Georgia",48,"4.2"
"3 wk ahead","Hawaii",48,"2.9"
"3 wk ahead","Idaho",48,"1.2"
"3 wk ahead","Illinois",48,"2.3"
"3 wk ahead","Indiana",48,"1.5"
"3 wk ahead","Iowa",48,"0.6"
"3 wk ahead","Kansas",48,"2.4"
"3 wk ahead","Kentucky",48,"3.8"
"3 wk ahead","Louisiana",48,"4.1"
"3 wk ahead","Maine",48,"0.7"
"3 wk ahead","Maryland",48,"1.8"
"3 wk ahead","Massachusetts",48,"1.2"
"3 wk ahead","Michigan",48,"2.1"
"3 wk ahead","Minnesota",48,"2.2"
"3 wk ahead","Mississippi",48,"4.8"
"3 wk ahead","Missouri",48,"2.3"
"3 wk ahead","Montana",48,"0.6"
"3 wk ahead","Nebraska",48,"0.9"
"3 wk ahead","Nevada",48,"1.7"
"3 wk ahead","New Hampshire",48,"0.6"
"3 wk ahead","New Jersey",48,"4.2"
"3 wk ahead","New Mexico",48,"2.1"
"3 wk ahead","New York",48,"3.1"
"3 wk ahead","North Carolina",48,"3.0"
"3 wk ahead","North Dakota",48,"2.9"
"3 wk ahead","Ohio",48,"1.3"
"3 wk ahead","Oklahoma",48,"4.4"
"3 wk ahead","Oregon",48,"2.3"
"3 wk ahead","Pennsylvania",48,"1.9"
"3 wk ahead","Puerto Rico",48,"12.1"
"3 wk ahead","Rhode Island",48,"0.5"
"3 wk ahead","South Carolina",48,"2.1"
"3 wk ahead","South Dakota",48,"1.4"
"3 wk ahead","Tennessee",48,"2.9"
"3 wk ahead","Texas",48,"4.1"
"3 wk ahead","Utah",48,"3.3"
"3 wk ahead","Vermont",48,"1.0"
"3 wk ahead","Virgin Islands",48,"1.0"
"3 wk ahead","Virginia",48,"2.9"
"3 wk ahead","Washington",48,"2.2"
"3 wk ahead","West Virginia",48,"1.5"
"3 wk ahead","Wisconsin",48,"1.6"
"3 wk ahead","Wyoming",48,"1.7"
"3 wk ahead","Alabama",49,"5.5"
"3 wk ahead","Alaska",49,"1.6"
"3 wk ahead","Arizona",49,"2.5"
"3 wk ahead","Arkansas",49,"2.3"
"3 wk ahead","California",49,"3.5"
"3 wk ahead","Colorado",49,"0.5"
"3 wk ahead","Connecticut",49,"2.0"
"3 wk ahead","Delaware",49,"0.1"
"3 wk ahead","District of Columbia",49,"8.3"
"3 wk ahead","Georgia",49,"4.5"
"3 wk ahead","Hawaii",49,"3.3"
"3 wk ahead","Idaho",49,"2.7"
"3 wk ahead","Illinois",49,"3.1"
"3 wk ahead","Indiana",49,"3.4"
"3 wk ahead","Iowa",49,"1.4"
"3 wk ahead","Kansas",49,"2.3"
"3 wk ahead","Kentucky",49,"4.3"
"3 wk ahead","Louisiana",49,"3.9"
"3 wk ahead","Maine",49,"1.0"
"3 wk ahead","Maryland",49,"2.4"
"3 wk ahead","Massachusetts",49,"1.6"
"3 wk ahead","Michigan",49,"2.4"
"3 wk ahead","Minnesota",49,"2.3"
"3 wk ahead","Mississippi",49,"4.1"
"3 wk ahead","Missouri",49,"4.1"
"3 wk ahead","Montana",49,"0.2"
"3 wk ahead","Nebraska",49,"1.0"
"3 wk ahead","Nevada",49,"2.1"
"3 wk ahead","New Hampshire",49,"0.2"
"3 wk ahead","New Jersey",49,"5.8"
"3 wk ahead","New Mexico",49,"2.0"
"3 wk ahead","New York",49,"5.4"
"3 wk ahead","North Carolina",49,"3.4"
"3 wk ahead","North Dakota",49,"0.4"
"3 wk ahead","Ohio",49,"1.6"
"3 wk ahead","Oklahoma",49,"6.1"
"3 wk ahead","Oregon",49,"5.8"
"3 wk ahead","Pennsylvania",49,"3.1"
"3 wk ahead","Puerto Rico",49,"12.1"
"3 wk ahead","Rhode Island",49,"0.8"
"3 wk ahead","South Carolina",49,"4.3"
"3 wk ahead","South Dakota",49,"1.4"
"3 wk ahead","Tennessee",49,"3.5"
"3 wk ahead","Texas",49,"4.3"
"3 wk ahead","Utah",49,"3.9"
"3 wk ahead","Vermont",49,"1.0"
"3 wk ahead","Virgin Islands",49,"1.4"
"3 wk ahead","Virginia",49,"3.4"
"3 wk ahead","Washington",49,"2.9"
"3 wk ahead","West Virginia",49,"2.4"
"3 wk ahead","Wisconsin",49,"1.3"
"3 wk ahead","Wyoming",49,"1.3"
"3 wk ahead","Alabama",50,"4.4"
"3 wk ahead","Alaska",50,"0.9"
"3 wk ahead","Arizona",50,"2.4"
"3 wk ahead","Arkansas",50,"1.9"
"3 wk ahead","California",50,"3.3"
"3 wk ahead","Colorado",50,"1.9"
"3 wk ahead","Connecticut",50,"2.9"
"3 wk ahead","Delaware",50,"0.2"
"3 wk ahead","District of Columbia",50,"7.8"
"3 wk ahead","Georgia",50,"3.7"
"3 wk ahead","Hawaii",50,"3.5"
"3 wk ahead","Idaho",50,"1.8"
"3 wk ahead","Illinois",50,"2.8"
"3 wk ahead","Indiana",50,"2.3"
"3 wk ahead","Iowa",50,"0.8"
"3 wk ahead","Kansas",50,"2.9"
"3 wk ahead","Kentucky",50,"2.6"
"3 wk ahead","Louisiana",50,"3.6"
"3 wk ahead","Maine",50,"0.9"
"3 wk ahead","Maryland",50,"1.7"
"3 wk ahead","Massachusetts",50,"1.3"
"3 wk ahead","Michigan",50,"2.2"
"3 wk ahead","Minnesota",50,"2.3"
"3 wk ahead","Mississippi",50,"3.5"
"3 wk ahead","Missouri",50,"4.4"
"3 wk ahead","Montana",50,"0.2"
"3 wk ahead","Nebraska",50,"1.5"
"3 wk ahead","Nevada",50,"1.9"
"3 wk ahead","New Hampshire",50,"0.5"
"3 wk ahead","New Jersey",50,"5.5"
"3 wk ahead","New Mexico",50,"2.2"
"3 wk ahead","New York",50,"5.2"
"3 wk ahead","North Carolina",50,"2.6"
"3 wk ahead","North Dakota",50,"4.3"
"3 wk ahead","Ohio",50,"1.4"
"3 wk ahead","Oklahoma",50,"6.3"
"3 wk ahead","Oregon",50,"5.2"
"3 wk ahead","Pennsylvania",50,"2.9"
"3 wk ahead","Puerto Rico",50,"9.9"
"3 wk ahead","Rhode Island",50,"1.3"
"3 wk ahead","South Carolina",50,"4.5"
"3 wk ahead","South Dakota",50,"1.7"
"3 wk ahead","Tennessee",50,"3.8"
"3 wk ahead","Texas",50,"4.2"
"3 wk ahead","Utah",50,"3.4"
"3 wk ahead","Vermont",50,"1.0"
"3 wk ahead","Virgin Islands",50,"0.7"
"3 wk ahead","Virginia",50,"3.2"
"3 wk ahead","Washington",50,"2.3"
"3 wk ahead","West Virginia",50,"1.8"
"3 wk ahead","Wisconsin",50,"1.3"
"3 wk ahead","Wyoming",50,"1.7"
"3 wk ahead","Alabama",51,"4.1"
"3 wk ahead","Alaska",51,"3.0"
"3 wk ahead","Arizona",51,"2.1"
"3 wk ahead","Arkansas",51,"2.4"
"3 wk ahead","California",51,"3.0"
"3 wk ahead","Colorado",51,"1.6"
"3 wk ahead","Connecticut",51,"2.8"
"3 wk ahead","Delaware",51,"0.6"
"3 wk ahead","District of Columbia",51,"8.5"
"3 wk ahead","Georgia",51,"3.4"
"3 wk ahead","Hawaii",51,"4.4"
"3 wk ahead","Idaho",51,"2.3"
"3 wk ahead","Illinois",51,"2.9"
"3 wk ahead","Indiana",51,"2.0"
"3 wk ahead","Iowa",51,"1.0"
"3 wk ahead","Kansas",51,"3.4"
"3 wk ahead","Kentucky",51,"3.6"
"3 wk ahead","Louisiana",51,"3.7"
"3 wk ahead","Maine",51,"0.6"
"3 wk ahead","Maryland",51,"2.2"
"3 wk ahead","Massachusetts",51,"1.3"
"3 wk ahead","Michigan",51,"2.2"
"3 wk ahead","Minnesota",51,"2.3"
"3 wk ahead","Mississippi",51,"3.4"
"3 wk ahead","Missouri",51,"3.6"
"3 wk ahead","Montana",51,"0.4"
"3 wk ahead","Nebraska",51,"1.9"
"3 wk ahead","Nevada",51,"1.7"
"3 wk ahead","New Hampshire",51,"0.6"
"3 wk ahead","New Jersey",51,"5.1"
"3 wk ahead","New Mexico",51,"2.1"
"3 wk ahead","New York",51,"5.9"
"3 wk ahead","North Carolina",51,"2.2"
"3 wk ahead","North Dakota",51,"0.9"
"3 wk ahead","Ohio",51,"1.3"
"3 wk ahead","Oklahoma",51,"8.1"
"3 wk ahead","Oregon",51,"2.0"
"3 wk ahead","Pennsylvania",51,"2.7"
"3 wk ahead","Puerto Rico",51,"5.7"
"3 wk ahead","Rhode Island",51,"0.9"
"3 wk ahead","South Carolina",51,"3.7"
"3 wk ahead","South Dakota",51,"1.9"
"3 wk ahead","Tennessee",51,"4.1"
"3 wk ahead","Texas",51,"5.1"
"3 wk ahead","Utah",51,"2.9"
"3 wk ahead","Vermont",51,"1.2"
"3 wk ahead","Virgin Islands",51,"1.1"
"3 wk ahead","Virginia",51,"3.4"
"3 wk ahead","Washington",51,"2.1"
"3 wk ahead","West Virginia",51,"1.8"
"3 wk ahead","Wisconsin",51,"1.9"
