"target","location","forecast_week","bin_start_incl"
"4 wk ahead","HHS Region 8",4,"2.2"
"4 wk ahead","HHS Region 9",4,"3.9"
"4 wk ahead","HHS Region 10",4,"2.1"
"4 wk ahead","US National",5,"3.3"
"4 wk ahead","HHS Region 1",5,"2"
"4 wk ahead","HHS Region 2",5,"3.7"
"4 wk ahead","HHS Region 3",5,"3.3"
"4 wk ahead","HHS Region 4",5,"3.3"
"4 wk ahead","HHS Region 5",5,"2.9"
"4 wk ahead","HHS Region 6",5,"4.5"
"4 wk ahead","HHS Region 7",5,"2.4"
"4 wk ahead","HHS Region 8",5,"2"
"4 wk ahead","HHS Region 9",5,"3.8"
"4 wk ahead","HHS Region 10",5,"2"
"4 wk ahead","US National",6,"3.5"
"4 wk ahead","HHS Region 1",6,"2.5"
"4 wk ahead","HHS Region 2",6,"4"
"4 wk ahead","HHS Region 3",6,"4"
"4 wk ahead","HHS Region 4",6,"3.6"
"4 wk ahead","HHS Region 5",6,"3.2"
"4 wk ahead","HHS Region 6",6,"4.1"
"4 wk ahead","HHS Region 7",6,"2.5"
"4 wk ahead","HHS Region 8",6,"2.1"
"4 wk ahead","HHS Region 9",6,"3.8"
"4 wk ahead","HHS Region 10",6,"2.2"
"4 wk ahead","US National",7,"3.1"
"4 wk ahead","HHS Region 1",7,"2.2"
"4 wk ahead","HHS Region 2",7,"4.1"
"4 wk ahead","HHS Region 3",7,"3.2"
"4 wk ahead","HHS Region 4",7,"2.9"
"4 wk ahead","HHS Region 5",7,"2.5"
"4 wk ahead","HHS Region 6",7,"3.7"
"4 wk ahead","HHS Region 7",7,"2"
"4 wk ahead","HHS Region 8",7,"2.2"
"4 wk ahead","HHS Region 9",7,"3.3"
"4 wk ahead","HHS Region 10",7,"2.2"
"4 wk ahead","US National",8,"2.8"
"4 wk ahead","HHS Region 1",8,"2"
"4 wk ahead","HHS Region 2",8,"3.3"
"4 wk ahead","HHS Region 3",8,"3"
"4 wk ahead","HHS Region 4",8,"2.8"
"4 wk ahead","HHS Region 5",8,"2.3"
"4 wk ahead","HHS Region 6",8,"3.4"
"4 wk ahead","HHS Region 7",8,"2.1"
"4 wk ahead","HHS Region 8",8,"1.9"
"4 wk ahead","HHS Region 9",8,"3"
"4 wk ahead","HHS Region 10",8,"1.7"
"4 wk ahead","US National",9,"2.4"
"4 wk ahead","HHS Region 1",9,"2"
"4 wk ahead","HHS Region 2",9,"2.3"
"4 wk ahead","HHS Region 3",9,"2.5"
"4 wk ahead","HHS Region 4",9,"2.6"
"4 wk ahead","HHS Region 5",9,"2"
"4 wk ahead","HHS Region 6",9,"3.1"
"4 wk ahead","HHS Region 7",9,"2.1"
"4 wk ahead","HHS Region 8",9,"1.8"
"4 wk ahead","HHS Region 9",9,"2.8"
"4 wk ahead","HHS Region 10",9,"1.8"
"4 wk ahead","US National",10,"2"
"4 wk ahead","HHS Region 1",10,"1.7"
"4 wk ahead","HHS Region 2",10,"2"
"4 wk ahead","HHS Region 3",10,"2.1"
"4 wk ahead","HHS Region 4",10,"2.1"
"4 wk ahead","HHS Region 5",10,"1.6"
"4 wk ahead","HHS Region 6",10,"2.6"
"4 wk ahead","HHS Region 7",10,"1.5"
"4 wk ahead","HHS Region 8",10,"1.6"
"4 wk ahead","HHS Region 9",10,"2.2"
"4 wk ahead","HHS Region 10",10,"1.7"
"4 wk ahead","US National",11,"2"
"4 wk ahead","HHS Region 1",11,"1.6"
"4 wk ahead","HHS Region 2",11,"2.2"
"4 wk ahead","HHS Region 3",11,"2.2"
"4 wk ahead","HHS Region 4",11,"2"
"4 wk ahead","HHS Region 5",11,"1.4"
"4 wk ahead","HHS Region 6",11,"3"
"4 wk ahead","HHS Region 7",11,"1.4"
"4 wk ahead","HHS Region 8",11,"1.3"
"4 wk ahead","HHS Region 9",11,"2"
"4 wk ahead","HHS Region 10",11,"1"
"4 wk ahead","US National",12,"1.9"
"4 wk ahead","HHS Region 1",12,"1.6"
"4 wk ahead","HHS Region 2",12,"2"
"4 wk ahead","HHS Region 3",12,"2.3"
"4 wk ahead","HHS Region 4",12,"2"
"4 wk ahead","HHS Region 5",12,"1.5"
"4 wk ahead","HHS Region 6",12,"3.1"
"4 wk ahead","HHS Region 7",12,"1.2"
"4 wk ahead","HHS Region 8",12,"1.1"
"4 wk ahead","HHS Region 9",12,"1.8"
"4 wk ahead","HHS Region 10",12,"0.8"
"4 wk ahead","US National",13,"1.7"
"4 wk ahead","HHS Region 1",13,"1.1"
"4 wk ahead","HHS Region 2",13,"1.7"
"4 wk ahead","HHS Region 3",13,"2.2"
"4 wk ahead","HHS Region 4",13,"1.8"
"4 wk ahead","HHS Region 5",13,"1.4"
"4 wk ahead","HHS Region 6",13,"2.6"
"4 wk ahead","HHS Region 7",13,"1"
"4 wk ahead","HHS Region 8",13,"1"
"4 wk ahead","HHS Region 9",13,"1.7"
"4 wk ahead","HHS Region 10",13,"0.7"
"4 wk ahead","US National",14,"1.6"
"4 wk ahead","HHS Region 1",14,"1.1"
"4 wk ahead","HHS Region 2",14,"1.5"
"4 wk ahead","HHS Region 3",14,"1.9"
"4 wk ahead","HHS Region 4",14,"1.7"
"4 wk ahead","HHS Region 5",14,"1"
"4 wk ahead","HHS Region 6",14,"2.5"
"4 wk ahead","HHS Region 7",14,"0.9"
"4 wk ahead","HHS Region 8",14,"1"
"4 wk ahead","HHS Region 9",14,"1.8"
"4 wk ahead","HHS Region 10",14,"0.9"
"4 wk ahead","US National",15,"1.4"
"4 wk ahead","HHS Region 1",15,"0.9"
"4 wk ahead","HHS Region 2",15,"1.3"
"4 wk ahead","HHS Region 3",15,"1.7"
"4 wk ahead","HHS Region 4",15,"1.4"
"4 wk ahead","HHS Region 5",15,"1.1"
"4 wk ahead","HHS Region 6",15,"2.1"
"4 wk ahead","HHS Region 7",15,"0.7"
"4 wk ahead","HHS Region 8",15,"0.8"
"4 wk ahead","HHS Region 9",15,"1.5"
"4 wk ahead","HHS Region 10",15,"0.5"
"4 wk ahead","US National",16,"1.3"
"4 wk ahead","HHS Region 1",16,"0.9"
"4 wk ahead","HHS Region 2",16,"1.3"
"4 wk ahead","HHS Region 3",16,"1.7"
"4 wk ahead","HHS Region 4",16,"1.2"
"4 wk ahead","HHS Region 5",16,"1"
"4 wk ahead","HHS Region 6",16,"2.1"
"4 wk ahead","HHS Region 7",16,"0.6"
"4 wk ahead","HHS Region 8",16,"0.7"
"4 wk ahead","HHS Region 9",16,"1.5"
"4 wk ahead","HHS Region 10",16,"0.5"
"4 wk ahead","US National",17,"1.2"
"4 wk ahead","HHS Region 1",17,"0.8"
"4 wk ahead","HHS Region 2",17,"1.2"
"4 wk ahead","HHS Region 3",17,"1.6"
"4 wk ahead","HHS Region 4",17,"1.1"
"4 wk ahead","HHS Region 5",17,"0.8"
"4 wk ahead","HHS Region 6",17,"2.1"
"4 wk ahead","HHS Region 7",17,"0.3"
"4 wk ahead","HHS Region 8",17,"0.7"
"4 wk ahead","HHS Region 9",17,"1.4"
"4 wk ahead","HHS Region 10",17,"0.2"
"4 wk ahead","US National",18,"1.1"
"4 wk ahead","HHS Region 1",18,"0.7"
"4 wk ahead","HHS Region 2",18,"0.8"
"4 wk ahead","HHS Region 3",18,"1.8"
"4 wk ahead","HHS Region 4",18,"1.1"
"4 wk ahead","HHS Region 5",18,"0.9"
"4 wk ahead","HHS Region 6",18,"1.9"
"4 wk ahead","HHS Region 7",18,"0.4"
"4 wk ahead","HHS Region 8",18,"0.7"
"4 wk ahead","HHS Region 9",18,"1.3"
"4 wk ahead","HHS Region 10",18,"0.2"
